id,image_filename,image_path,cnic,ocr_status,confidence
1251,1251.png,IdentityCards/1251.png,42051-0001251-1,success,0.9303
1252,1252.png,IdentityCards/1252.png,42052-0001252-2,success,0.7672
1253,1253.png,IdentityCards/1253.png,42053-0001253-3,success,0.897
1254,1254.png,IdentityCards/1254.png,42054-0001254-4,success,0.7187
1255,1255.png,IdentityCards/1255.png,42055-0001255-5,success,0.6339
1256,1256.png,IdentityCards/1256.png,42056-0001256-6,success,0.8912
1257,1257.png,IdentityCards/1257.png,42057-0001257-7,success,0.6099
1258,1258.png,IdentityCards/1258.png,42058-0001258-8,success,0.7584
1259,1259.png,IdentityCards/1259.png,42059-0001259-9,success,0.8523
1260,1260.png,IdentityCards/1260.png,42080-0001260-0,success,0.5847
1261,1261.png,IdentityCards/1261.png,42081-0001261-1,success,0.5228
1262,1262.png,IdentityCards/1262.png,42062-0001262-2,success,0.8089
1263,1263.png,IdentityCards/1263.png,42063-0001263-3,success,0.8457
1264,1264.png,IdentityCards/1264.png,42064-0001264-4,success,0.505
1265,1265.png,IdentityCards/1265.png,42085-0001265-5,success,0.5254
1266,1266.png,IdentityCards/1266.png,42086-0001266-6,success,0.5552
1267,1267.png,IdentityCards/1267.png,42067-0001267-7,success,0.6469
1268,1268.png,IdentityCards/1268.png,42088-0001268-8,success,0.7525
1269,1269.png,IdentityCards/1269.png,,failed,0.4983
1270,1270.png,IdentityCards/1270.png,42070-0001270-0,success,0.8019
1271,1271.png,IdentityCards/1271.png,42071-0001271-1,success,0.8932
1272,1272.png,IdentityCards/1272.png,42072-0001212-2,success,0.7355
1273,1273.png,IdentityCards/1273.png,42073-0001273-3,success,0.6553
1274,1274.png,IdentityCards/1274.png,42074-0001274-4,success,0.6206
1275,1275.png,IdentityCards/1275.png,42075-0001275-5,success,0.8222
1276,1276.png,IdentityCards/1276.png,42076-0001276-6,success,0.9129
1277,1277.png,IdentityCards/1277.png,,failed,0.4671
1278,1278.png,IdentityCards/1278.png,42078-0001278-8,success,0.5971
1279,1279.png,IdentityCards/1279.png,42079-0001219-9,success,0.5822
1280,1280.png,IdentityCards/1280.png,42080-0001280-0,success,0.8314
1281,1281.png,IdentityCards/1281.png,42081-0001281-1,success,0.6508
1282,1282.png,IdentityCards/1282.png,42082-0001282-2,success,0.8914
1283,1283.png,IdentityCards/1283.png,42083-0001283-3,success,0.7631
1284,1284.png,IdentityCards/1284.png,42084-0001284-4,success,0.6794
1285,1285.png,IdentityCards/1285.png,42085-0001285-5,success,0.5964
1286,1286.png,IdentityCards/1286.png,42086-0001286-6,success,0.9569
1287,1287.png,IdentityCards/1287.png,42087-0001287-7,success,0.8296
1288,1288.png,IdentityCards/1288.png,42088-0001288-8,success,0.8299
1289,1289.png,IdentityCards/1289.png,42089-0001289-9,success,0.7429
1290,1290.png,IdentityCards/1290.png,42090-0001290-0,success,0.8001
1291,1291.png,IdentityCards/1291.png,42091-0001291-1,success,0.7545
1292,1292.png,IdentityCards/1292.png,42082-0001292-2,success,0.551
1293,1293.png,IdentityCards/1293.png,42093-0001293-3,success,0.8299
1294,1294.png,IdentityCards/1294.png,42094-0001294-4,success,0.6522
1295,1295.png,IdentityCards/1295.png,,failed,0.4504
1296,1296.png,IdentityCards/1296.png,42096-0001296-6,success,0.9532
1297,1297.png,IdentityCards/1297.png,42097-0001257-7,success,0.8321
1298,1298.png,IdentityCards/1298.png,42098-0001298-8,success,0.7506
1299,1299.png,IdentityCards/1299.png,42099-0001299-9,success,0.6872
1300,1300.png,IdentityCards/1300.png,,failed,0.4564
1301,1301.png,IdentityCards/1301.png,42601-0001301-1,success,0.8201
1302,1302.png,IdentityCards/1302.png,42002-0001302-2,success,0.5298
1303,1303.png,IdentityCards/1303.png,42003-0001303-3,success,0.5768
1304,1304.png,IdentityCards/1304.png,42004-0001304-4,success,0.5311
1305,1305.png,IdentityCards/1305.png,42605-0001305-5,success,0.615
1306,1306.png,IdentityCards/1306.png,42606-0001306-6,success,0.5989
1307,1307.png,IdentityCards/1307.png,42607-0001307-7,success,0.73
1308,1308.png,IdentityCards/1308.png,42008-0001308-8,success,0.5748
1309,1309.png,IdentityCards/1309.png,42009-0001309-9,success,0.7178
1310,1310.png,IdentityCards/1310.png,42010-0001310-0,success,0.834
1311,1311.png,IdentityCards/1311.png,42011-0001311-1,success,0.7287
1312,1312.png,IdentityCards/1312.png,42012-0001312-2,success,0.8674
1313,1313.png,IdentityCards/1313.png,42013-0001313-3,success,0.7766
1314,1314.png,IdentityCards/1314.png,42014-0001314-4,success,0.6403
1315,1315.png,IdentityCards/1315.png,42015-0001315-5,success,0.8332
1316,1316.png,IdentityCards/1316.png,42016-0001316-6,success,0.9084
1317,1317.png,IdentityCards/1317.png,42017-0001317-7,success,0.8494
1318,1318.png,IdentityCards/1318.png,42018-0001318-8,success,0.7413
1319,1319.png,IdentityCards/1319.png,42019-0001319-9,success,0.9785
1320,1320.png,IdentityCards/1320.png,42020-0001320-0,success,0.7744
1321,1321.png,IdentityCards/1321.png,42021-0001321-1,success,0.6719
1322,1322.png,IdentityCards/1322.png,42022-0001322-2,success,0.6001
1323,1323.png,IdentityCards/1323.png,42023-0001323-3,success,0.63
1324,1324.png,IdentityCards/1324.png,42024-0001324-4,success,0.6618
1325,1325.png,IdentityCards/1325.png,,failed,0.4873
1326,1326.png,IdentityCards/1326.png,,failed,0
1327,1327.png,IdentityCards/1327.png,,failed,0.344
1328,1328.png,IdentityCards/1328.png,42028-0001328-8,success,0.8437
1329,1329.png,IdentityCards/1329.png,42029-0001329-9,success,0.9016
1330,1330.png,IdentityCards/1330.png,42030-0001330-0,success,0.7331
1331,1331.png,IdentityCards/1331.png,42031-0001331-1,success,0.8846
1332,1332.png,IdentityCards/1332.png,42032-0001332-2,success,0.6836
1333,1333.png,IdentityCards/1333.png,42033-0001333-3,success,0.5635
1334,1334.png,IdentityCards/1334.png,42034-0001334-4,success,0.7932
1335,1335.png,IdentityCards/1335.png,42035-0001325-5,success,0.7274
1336,1336.png,IdentityCards/1336.png,42036-0001326-6,success,0.7758
1337,1337.png,IdentityCards/1337.png,42037-0001337-7,success,0.7341
1338,1338.png,IdentityCards/1338.png,42038-0001338-8,success,0.6777
1339,1339.png,IdentityCards/1339.png,42039-0001339-9,success,0.9107
1340,1340.png,IdentityCards/1340.png,42040-0001340-0,success,0.8672
1341,1341.png,IdentityCards/1341.png,42041-0001341-1,success,0.7749
1342,1342.png,IdentityCards/1342.png,42042-0001342-2,success,0.8883
1343,1343.png,IdentityCards/1343.png,42043-0001343-3,success,0.7325
1344,1344.png,IdentityCards/1344.png,42044-0001344-4,success,0.7845
1345,1345.png,IdentityCards/1345.png,42045-0001345-5,success,0.8432
1346,1346.png,IdentityCards/1346.png,42046-0001346-6,success,0.9073
1347,1347.png,IdentityCards/1347.png,42047-0001347-7,success,0.6365
1348,1348.png,IdentityCards/1348.png,42048-0001348-8,success,0.5441
1349,1349.png,IdentityCards/1349.png,42049-0001349-9,success,0.7226
1350,1350.png,IdentityCards/1350.png,42050-0001350-0,success,0.9318
1351,1351.png,IdentityCards/1351.png,42051-0001351-1,success,0.9708
1352,1352.png,IdentityCards/1352.png,42052-0001352-2,success,0.9631
1353,1353.png,IdentityCards/1353.png,42053-0001353-3,success,0.7131
1354,1354.png,IdentityCards/1354.png,42054-0001354-4,success,0.6541
1355,1355.png,IdentityCards/1355.png,42055-0001355-5,success,0.8491
1356,1356.png,IdentityCards/1356.png,42056-0001356-6,success,0.9348
1357,1357.png,IdentityCards/1357.png,42057-0001357-7,success,0.6404
1358,1358.png,IdentityCards/1358.png,42058-0001358-8,success,0.6651
1359,1359.png,IdentityCards/1359.png,42059-0001359-9,success,0.829
1360,1360.png,IdentityCards/1360.png,42080-0001360-0,success,0.7081
1361,1361.png,IdentityCards/1361.png,42081-0001361-1,success,0.5623
1362,1362.png,IdentityCards/1362.png,42062-0001362-2,success,0.8745
1363,1363.png,IdentityCards/1363.png,42063-0001363-3,success,0.8031
1364,1364.png,IdentityCards/1364.png,42064-0001364-4,success,0.7352
1365,1365.png,IdentityCards/1365.png,,failed,0.4462
1366,1366.png,IdentityCards/1366.png,42086-0001366-6,success,0.9494
1367,1367.png,IdentityCards/1367.png,42067-0001367-7,success,0.6471
1368,1368.png,IdentityCards/1368.png,42088-0001368-8,success,0.7259
1369,1369.png,IdentityCards/1369.png,42089-0001369-9,success,0.5252
1370,1370.png,IdentityCards/1370.png,42070-0001370-0,success,0.6874
1371,1371.png,IdentityCards/1371.png,42071-0001371-1,success,0.9105
1372,1372.png,IdentityCards/1372.png,42072-0001372-2,success,0.8564
1373,1373.png,IdentityCards/1373.png,42073-0001373-3,success,0.7567
1374,1374.png,IdentityCards/1374.png,42074-0001374-4,success,0.8478
1375,1375.png,IdentityCards/1375.png,42075-0001375-5,success,0.7635
1376,1376.png,IdentityCards/1376.png,42076-0001376-6,success,0.9488
1377,1377.png,IdentityCards/1377.png,42077-0001377-7,success,0.7667
1378,1378.png,IdentityCards/1378.png,42078-0001378-8,success,0.7215
1379,1379.png,IdentityCards/1379.png,42079-0001379-9,success,0.5847
1380,1380.png,IdentityCards/1380.png,,failed,0
1381,1381.png,IdentityCards/1381.png,42081-0001381-1,success,0.8879
1382,1382.png,IdentityCards/1382.png,42082-0001382-2,success,0.7923
1383,1383.png,IdentityCards/1383.png,42083-0001383-3,success,0.7291
1384,1384.png,IdentityCards/1384.png,42084-0001384-4,success,0.6582
1385,1385.png,IdentityCards/1385.png,42085-0001385-5,success,0.8562
1386,1386.png,IdentityCards/1386.png,42086-0001386-6,success,0.9434
1387,1387.png,IdentityCards/1387.png,42087-0001387-7,success,0.5776
1388,1388.png,IdentityCards/1388.png,42088-0001388-8,success,0.7807
1389,1389.png,IdentityCards/1389.png,42089-0001389-9,success,0.9128
1390,1390.png,IdentityCards/1390.png,42090-0001390-0,success,0.854
1391,1391.png,IdentityCards/1391.png,42091-0001391-1,success,0.9421
1392,1392.png,IdentityCards/1392.png,42082-0001392-2,success,0.6724
1393,1393.png,IdentityCards/1393.png,42093-0001393-3,success,0.792
1394,1394.png,IdentityCards/1394.png,42094-0001394-4,success,0.7004
1395,1395.png,IdentityCards/1395.png,42095-0001395-5,success,0.8243
1396,1396.png,IdentityCards/1396.png,42096-0001396-6,success,0.9354
1397,1397.png,IdentityCards/1397.png,42097-0001397-7,success,0.6055
1398,1398.png,IdentityCards/1398.png,42098-0001398-8,success,0.8203
1399,1399.png,IdentityCards/1399.png,,failed,0.4716
1400,1400.png,IdentityCards/1400.png,,failed,0.3544
1401,1401.png,IdentityCards/1401.png,42601-0001401-1,success,0.7891
1402,1402.png,IdentityCards/1402.png,42002-0001402-2,success,0.5599
1403,1403.png,IdentityCards/1403.png,42003-0001403-3,success,0.5977
1404,1404.png,IdentityCards/1404.png,42004-0001404-4,success,0.5534
1405,1405.png,IdentityCards/1405.png,42605-0001405-5,success,0.5887
1406,1406.png,IdentityCards/1406.png,42606-0001406-6,success,0.5615
1407,1407.png,IdentityCards/1407.png,42607-0001407-7,success,0.6307
1408,1408.png,IdentityCards/1408.png,,failed,0.386
1409,1409.png,IdentityCards/1409.png,42009-0001409-9,success,0.5581
1410,1410.png,IdentityCards/1410.png,42010-0001410-0,success,0.8037
1411,1411.png,IdentityCards/1411.png,42011-0001411-1,success,0.7821
1412,1412.png,IdentityCards/1412.png,42012-0001412-2,success,0.8656
1413,1413.png,IdentityCards/1413.png,42013-0001413-3,success,0.8502
1414,1414.png,IdentityCards/1414.png,42014-0001414-4,success,0.8444
1415,1415.png,IdentityCards/1415.png,42015-0001415-5,success,0.9193
1416,1416.png,IdentityCards/1416.png,42016-0001416-6,success,0.8874
1417,1417.png,IdentityCards/1417.png,42017-0001417-7,success,0.5694
1418,1418.png,IdentityCards/1418.png,42018-0001418-8,success,0.6377
1419,1419.png,IdentityCards/1419.png,42019-0001419-9,success,0.7917
1420,1420.png,IdentityCards/1420.png,42020-0001420-0,success,0.7407
1421,1421.png,IdentityCards/1421.png,42021-0001421-1,success,0.5806
1422,1422.png,IdentityCards/1422.png,42022-0001422-2,success,0.7604
1423,1423.png,IdentityCards/1423.png,42023-0001423-3,success,0.7589
1424,1424.png,IdentityCards/1424.png,42024-0001424-4,success,0.6233
1425,1425.png,IdentityCards/1425.png,42025-0001425-5,success,0.5819
1426,1426.png,IdentityCards/1426.png,,failed,0
1427,1427.png,IdentityCards/1427.png,,failed,0.4831
1428,1428.png,IdentityCards/1428.png,42028-0001428-8,success,0.7125
1429,1429.png,IdentityCards/1429.png,42029-0001429-9,success,0.676
1430,1430.png,IdentityCards/1430.png,42030-0001430-0,success,0.9008
1431,1431.png,IdentityCards/1431.png,42031-0001431-1,success,0.654
1432,1432.png,IdentityCards/1432.png,42032-0001432-2,success,0.5663
1433,1433.png,IdentityCards/1433.png,42033-0001433-3,success,0.5051
1434,1434.png,IdentityCards/1434.png,42034-0001434-4,success,0.7195
1435,1435.png,IdentityCards/1435.png,42035-0001435-5,success,0.6675
1436,1436.png,IdentityCards/1436.png,42036-0001436-6,success,0.7316
1437,1437.png,IdentityCards/1437.png,42037-0001437-7,success,0.9011
1438,1438.png,IdentityCards/1438.png,42038-0001438-8,success,0.737
1439,1439.png,IdentityCards/1439.png,42039-0001439-9,success,0.9543
1440,1440.png,IdentityCards/1440.png,42040-0001440-0,success,0.8172
1441,1441.png,IdentityCards/1441.png,42041-0001441-1,success,0.9012
1442,1442.png,IdentityCards/1442.png,42042-0001442-2,success,0.9465
1443,1443.png,IdentityCards/1443.png,42043-0001443-3,success,0.8129
1444,1444.png,IdentityCards/1444.png,42044-0001444-4,success,0.5462
1445,1445.png,IdentityCards/1445.png,42045-0001445-5,success,0.7897
1446,1446.png,IdentityCards/1446.png,42046-0001446-6,success,0.7007
1447,1447.png,IdentityCards/1447.png,42047-0001447-7,success,0.8092
1448,1448.png,IdentityCards/1448.png,42048-0001448-8,success,0.7822
1449,1449.png,IdentityCards/1449.png,42049-0001449-9,success,0.7582
1450,1450.png,IdentityCards/1450.png,42050-0001450-0,success,0.6821
1451,1451.png,IdentityCards/1451.png,42051-0001451-1,success,0.792
1452,1452.png,IdentityCards/1452.png,42052-0001452-2,success,0.8512
1453,1453.png,IdentityCards/1453.png,42053-0001453-3,success,0.7043
1454,1454.png,IdentityCards/1454.png,42054-0001454-4,success,0.6099
1455,1455.png,IdentityCards/1455.png,42055-0001455-5,success,0.6163
1456,1456.png,IdentityCards/1456.png,42056-0001456-6,success,0.7032
1457,1457.png,IdentityCards/1457.png,42057-0001457-7,success,0.7106
1458,1458.png,IdentityCards/1458.png,42058-0001458-8,success,0.6894
1459,1459.png,IdentityCards/1459.png,42059-0001459-9,success,0.7116
1460,1460.png,IdentityCards/1460.png,42080-0001460-0,success,0.7755
1461,1461.png,IdentityCards/1461.png,42081-0001461-1,success,0.7032
1462,1462.png,IdentityCards/1462.png,42062-0001462-2,success,0.835
1463,1463.png,IdentityCards/1463.png,42063-0001463-3,success,0.8973
1464,1464.png,IdentityCards/1464.png,,failed,0.4767
1465,1465.png,IdentityCards/1465.png,42085-0001465-5,success,0.5479
1466,1466.png,IdentityCards/1466.png,42086-0001466-6,success,0.6889
1467,1467.png,IdentityCards/1467.png,42067-0001467-7,success,0.6905
1468,1468.png,IdentityCards/1468.png,42088-0001468-8,success,0.5961
1469,1469.png,IdentityCards/1469.png,,failed,0.4375
1470,1470.png,IdentityCards/1470.png,42070-0001470-0,success,0.8604
1471,1471.png,IdentityCards/1471.png,42071-0001471-1,success,0.9345
1472,1472.png,IdentityCards/1472.png,42072-0001472-2,success,0.911
1473,1473.png,IdentityCards/1473.png,42073-0001473-3,success,0.718
1474,1474.png,IdentityCards/1474.png,42074-0001474-4,success,0.784
1475,1475.png,IdentityCards/1475.png,42075-0001475-5,success,0.8148
1476,1476.png,IdentityCards/1476.png,42076-0001476-6,success,0.9187
1477,1477.png,IdentityCards/1477.png,42077-0001477-7,success,0.7806
1478,1478.png,IdentityCards/1478.png,42078-0001478-8,success,0.6584
1479,1479.png,IdentityCards/1479.png,42079-0001479-9,success,0.9512
1480,1480.png,IdentityCards/1480.png,42080-0001480-0,success,0.7629
1481,1481.png,IdentityCards/1481.png,42081-0001481-1,success,0.8329
1482,1482.png,IdentityCards/1482.png,42082-0001482-2,success,0.7669
1483,1483.png,IdentityCards/1483.png,42083-0001483-3,success,0.6364
1484,1484.png,IdentityCards/1484.png,42084-0001484-4,success,0.6542
1485,1485.png,IdentityCards/1485.png,42085-0001485-5,success,0.8939
1486,1486.png,IdentityCards/1486.png,42086-0001486-6,success,0.7458
1487,1487.png,IdentityCards/1487.png,,failed,0.4162
1488,1488.png,IdentityCards/1488.png,42088-0001488-8,success,0.8334
1489,1489.png,IdentityCards/1489.png,42089-0001489-9,success,0.9034
1490,1490.png,IdentityCards/1490.png,,failed,0.4925
1491,1491.png,IdentityCards/1491.png,42091-0001491-1,success,0.9698
1492,1492.png,IdentityCards/1492.png,42092-0001492-2,success,0.5236
1493,1493.png,IdentityCards/1493.png,42093-0001493-3,success,0.5458
1494,1494.png,IdentityCards/1494.png,42094-0001494-4,success,0.5955
1495,1495.png,IdentityCards/1495.png,42095-0001495-5,success,0.6777
1496,1496.png,IdentityCards/1496.png,42096-0001496-6,success,0.7388
1497,1497.png,IdentityCards/1497.png,42097-0001497-7,success,0.5468
1498,1498.png,IdentityCards/1498.png,42098-0001498-8,success,0.7324
1499,1499.png,IdentityCards/1499.png,42099-0001499-9,success,0.6232
1500,1500.png,IdentityCards/1500.png,,failed,0.4179
1501,1501.png,IdentityCards/1501.png,42601-0001501-1,success,0.7297
1502,1502.png,IdentityCards/1502.png,42602-0001502-2,success,0.5245
1503,1503.png,IdentityCards/1503.png,42603-0001503-3,success,0.6204
1504,1504.png,IdentityCards/1504.png,42004-0001504-4,success,0.5932
1505,1505.png,IdentityCards/1505.png,42605-0001505-5,success,0.8133
1506,1506.png,IdentityCards/1506.png,42606-0001506-1,success,0.5135
1507,1507.png,IdentityCards/1507.png,42607-0001507-7,success,0.607
1508,1508.png,IdentityCards/1508.png,42008-0001508-8,success,0.6238
1509,1509.png,IdentityCards/1509.png,42009-0001509-9,success,0.7505
1510,1510.png,IdentityCards/1510.png,42010-0001510-0,success,0.7695
1511,1511.png,IdentityCards/1511.png,42011-0001511-1,success,0.8787
1512,1512.png,IdentityCards/1512.png,42012-0001512-2,success,0.9256
1513,1513.png,IdentityCards/1513.png,42013-0001513-3,success,0.6872
1514,1514.png,IdentityCards/1514.png,42014-0001514-4,success,0.7225
1515,1515.png,IdentityCards/1515.png,42015-0001515-5,success,0.6122
1516,1516.png,IdentityCards/1516.png,42016-0001516-6,success,0.9283
1517,1517.png,IdentityCards/1517.png,42017-0001517-7,success,0.9242
1518,1518.png,IdentityCards/1518.png,42018-0001518-8,success,0.674
1519,1519.png,IdentityCards/1519.png,42019-0001519-9,success,0.8328
1520,1520.png,IdentityCards/1520.png,42020-0001520-0,success,0.5371
1521,1521.png,IdentityCards/1521.png,42021-0001521-1,success,0.6222
1522,1522.png,IdentityCards/1522.png,42022-0001522-2,success,0.6737
1523,1523.png,IdentityCards/1523.png,42023-0001523-3,success,0.6015
1524,1524.png,IdentityCards/1524.png,42024-0001524-4,success,0.6472
1525,1525.png,IdentityCards/1525.png,,failed,0.4415
1526,1526.png,IdentityCards/1526.png,42026-0001526-6,success,0.715
1527,1527.png,IdentityCards/1527.png,42027-0001521-7,success,0.6832
1528,1528.png,IdentityCards/1528.png,42028-0001528-8,success,0.7929
1529,1529.png,IdentityCards/1529.png,42029-0001529-9,success,0.7963
1530,1530.png,IdentityCards/1530.png,42030-0001530-0,success,0.7318
1531,1531.png,IdentityCards/1531.png,42031-0001531-1,success,0.5136
1532,1532.png,IdentityCards/1532.png,42032-0001532-2,success,0.7115
1533,1533.png,IdentityCards/1533.png,42033-0001523-3,success,0.5225
1534,1534.png,IdentityCards/1534.png,42034-0001534-4,success,0.6418
1535,1535.png,IdentityCards/1535.png,42035-0001525-5,success,0.7788
1536,1536.png,IdentityCards/1536.png,42036-0001526-6,success,0.7575
1537,1537.png,IdentityCards/1537.png,42037-0001537-7,success,0.8083
1538,1538.png,IdentityCards/1538.png,42038-0001528-8,success,0.8367
1539,1539.png,IdentityCards/1539.png,42039-0001539-9,success,0.7474
1540,1540.png,IdentityCards/1540.png,,failed,0
1541,1541.png,IdentityCards/1541.png,42041-0001541-1,success,0.8609
1542,1542.png,IdentityCards/1542.png,42042-0001542-2,success,0.822
1543,1543.png,IdentityCards/1543.png,42043-0001543-3,success,0.7637
1544,1544.png,IdentityCards/1544.png,42044-0001544-4,success,0.6123
1545,1545.png,IdentityCards/1545.png,42045-0001545-5,success,0.7361
1546,1546.png,IdentityCards/1546.png,42046-0001546-6,success,0.9184
1547,1547.png,IdentityCards/1547.png,42047-0001547-7,success,0.7124
1548,1548.png,IdentityCards/1548.png,42048-0001548-8,success,0.6859
1549,1549.png,IdentityCards/1549.png,42049-0001549-9,success,0.8964
1550,1550.png,IdentityCards/1550.png,42050-0001550-0,success,0.8753
1551,1551.png,IdentityCards/1551.png,42051-0001551-1,success,0.9352
1552,1552.png,IdentityCards/1552.png,42052-0001552-2,success,0.7687
1553,1553.png,IdentityCards/1553.png,42053-0001553-3,success,0.8938
1554,1554.png,IdentityCards/1554.png,42054-0001554-4,success,0.7045
1555,1555.png,IdentityCards/1555.png,42055-0001555-5,success,0.7058
1556,1556.png,IdentityCards/1556.png,42056-0001556-6,success,0.9681
1557,1557.png,IdentityCards/1557.png,42057-0001557-7,success,0.7499
1558,1558.png,IdentityCards/1558.png,42058-0001558-8,success,0.7629
1559,1559.png,IdentityCards/1559.png,42059-0001559-9,success,0.7152
1560,1560.png,IdentityCards/1560.png,42080-0001560-0,success,0.666
1561,1561.png,IdentityCards/1561.png,42081-0001561-1,success,0.8306
1562,1562.png,IdentityCards/1562.png,42062-0001562-2,success,0.8646
1563,1563.png,IdentityCards/1563.png,42063-0001563-3,success,0.834
1564,1564.png,IdentityCards/1564.png,42064-0001564-4,success,0.5942
1565,1565.png,IdentityCards/1565.png,42085-0001565-5,success,0.632
1566,1566.png,IdentityCards/1566.png,42086-0001566-6,success,0.9485
1567,1567.png,IdentityCards/1567.png,42087-0001567-7,success,0.6998
1568,1568.png,IdentityCards/1568.png,42088-0001568-8,success,0.6934
1569,1569.png,IdentityCards/1569.png,,failed,0.4406
1570,1570.png,IdentityCards/1570.png,42070-0001570-0,success,0.8983
1571,1571.png,IdentityCards/1571.png,42071-0001571-1,success,0.8865
1572,1572.png,IdentityCards/1572.png,42072-0001572-2,success,0.8126
1573,1573.png,IdentityCards/1573.png,42073-0001573-3,success,0.743
1574,1574.png,IdentityCards/1574.png,42074-0001574-4,success,0.6949
1575,1575.png,IdentityCards/1575.png,42075-0001575-5,success,0.7262
1576,1576.png,IdentityCards/1576.png,42076-0001576-6,success,0.911
1577,1577.png,IdentityCards/1577.png,,failed,0.4209
1578,1578.png,IdentityCards/1578.png,42078-0001578-8,success,0.7515
1579,1579.png,IdentityCards/1579.png,42079-0001579-9,success,0.6772
1580,1580.png,IdentityCards/1580.png,42080-0001580-0,success,0.7929
1581,1581.png,IdentityCards/1581.png,42081-0001581-1,success,0.7662
1582,1582.png,IdentityCards/1582.png,42082-0001582-2,success,0.8299
1583,1583.png,IdentityCards/1583.png,42083-0001583-3,success,0.8235
1584,1584.png,IdentityCards/1584.png,42084-0001584-4,success,0.829
1585,1585.png,IdentityCards/1585.png,42085-0001585-5,success,0.8902
1586,1586.png,IdentityCards/1586.png,42086-0001586-6,success,0.9445
1587,1587.png,IdentityCards/1587.png,42087-0001587-7,success,0.7913
1588,1588.png,IdentityCards/1588.png,42088-0001588-8,success,0.793
1589,1589.png,IdentityCards/1589.png,42089-0001589-9,success,0.6472
1590,1590.png,IdentityCards/1590.png,42090-0001590-0,success,0.7784
1591,1591.png,IdentityCards/1591.png,42091-0001591-1,success,0.7777
1592,1592.png,IdentityCards/1592.png,42082-0001592-2,success,0.612
1593,1593.png,IdentityCards/1593.png,42093-0001593-3,success,0.5472
1594,1594.png,IdentityCards/1594.png,42094-0001594-4,success,0.6763
1595,1595.png,IdentityCards/1595.png,42095-0001595-5,success,0.6881
1596,1596.png,IdentityCards/1596.png,42096-0001596-6,success,0.9413
1597,1597.png,IdentityCards/1597.png,42097-0001597-7,success,0.8307
1598,1598.png,IdentityCards/1598.png,42098-0001598-8,success,0.7655
1599,1599.png,IdentityCards/1599.png,42099-0001599-9,success,0.5118
1600,1600.png,IdentityCards/1600.png,42600-0001600-0,success,0.5436
1601,1601.png,IdentityCards/1601.png,42601-0001601-1,success,0.754
1602,1602.png,IdentityCards/1602.png,42602-0001602-2,success,0.6473
1603,1603.png,IdentityCards/1603.png,42003-0001603-3,success,0.5343
1604,1604.png,IdentityCards/1604.png,42004-0001604-4,success,0.6424
1605,1605.png,IdentityCards/1605.png,42605-0001605-5,success,0.7654
1606,1606.png,IdentityCards/1606.png,42606-0001606-6,success,0.6395
1607,1607.png,IdentityCards/1607.png,42607-0001607-7,success,0.7677
1608,1608.png,IdentityCards/1608.png,42608-0001608-8,success,0.5343
1609,1609.png,IdentityCards/1609.png,42009-0001609-9,success,0.5666
1610,1610.png,IdentityCards/1610.png,42010-0001610-0,success,0.7251
1611,1611.png,IdentityCards/1611.png,42011-0001611-1,success,0.5984
1612,1612.png,IdentityCards/1612.png,42012-0001612-2,success,0.6214
1613,1613.png,IdentityCards/1613.png,42013-0001613-3,success,0.8509
1614,1614.png,IdentityCards/1614.png,42014-0001614-4,success,0.7684
1615,1615.png,IdentityCards/1615.png,42015-0001615-5,success,0.7534
1616,1616.png,IdentityCards/1616.png,42016-0001616-6,success,0.9526
1617,1617.png,IdentityCards/1617.png,42017-0001617-7,success,0.8094
1618,1618.png,IdentityCards/1618.png,42018-0001618-8,success,0.5999
1619,1619.png,IdentityCards/1619.png,42019-0001619-9,success,0.9714
1620,1620.png,IdentityCards/1620.png,42020-0001620-0,success,0.736
1621,1621.png,IdentityCards/1621.png,42021-0001621-1,success,0.783
1622,1622.png,IdentityCards/1622.png,42022-0001622-2,success,0.8475
1623,1623.png,IdentityCards/1623.png,42023-0001623-3,success,0.5906
1624,1624.png,IdentityCards/1624.png,42024-0001624-4,success,0.8219
1625,1625.png,IdentityCards/1625.png,,failed,0.4715
1626,1626.png,IdentityCards/1626.png,,failed,0
1627,1627.png,IdentityCards/1627.png,42027-0001621-7,success,0.657
1628,1628.png,IdentityCards/1628.png,42028-0001628-8,success,0.7681
1629,1629.png,IdentityCards/1629.png,42029-0001629-9,success,0.8194
1630,1630.png,IdentityCards/1630.png,42030-0001630-0,success,0.7855
1631,1631.png,IdentityCards/1631.png,42031-0001631-1,success,0.7221
1632,1632.png,IdentityCards/1632.png,42032-0001632-2,success,0.5912
1633,1633.png,IdentityCards/1633.png,42033-0001623-3,success,0.5826
1634,1634.png,IdentityCards/1634.png,42034-0001634-4,success,0.5345
1635,1635.png,IdentityCards/1635.png,42035-0001625-5,success,0.7754
1636,1636.png,IdentityCards/1636.png,42036-0001626-6,success,0.9389
1637,1637.png,IdentityCards/1637.png,42037-0001637-7,success,0.7952
1638,1638.png,IdentityCards/1638.png,42038-0001628-8,success,0.8219
1639,1639.png,IdentityCards/1639.png,42039-0001639-9,success,0.8034
1640,1640.png,IdentityCards/1640.png,42040-0001640-0,success,0.5498
1641,1641.png,IdentityCards/1641.png,42041-0001641-1,success,0.7655
1642,1642.png,IdentityCards/1642.png,42042-0001642-2,success,0.8617
1643,1643.png,IdentityCards/1643.png,42043-0001643-3,success,0.6947
1644,1644.png,IdentityCards/1644.png,,failed,0.4851
